entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Y chromosome,cellular component,Neet,cellular component,part of,"To understal1d the animal world easily a systematic arrangement and grouping is neet:8811J:Y.
"
Syatematic classification,classification system,Classification system,medical classification,subclass of,"The method of th.is syatematic grouping/ammgement is called classification.
"
Invertebrate,taxon,Animal,taxon,subclass of,"Classifu:ati.011 rnakes the way easy to understand animal kingdom -~ At the end ~ this dlapter we will be able to- • classify invertebrate animals; • classify vcrtebJ:al,,, 11oiro@Js; • explain the necessity of classification of the living world.
"
Twitter,website,@nimal,business,owned by,"Lesson 1 : Classifiadion of anin:wl world You can sec various types of @nimal~ - small and latge around you.
"
Sixth grade,educational year,Seventh grade,educational year,followed by,"Tiy yourself to answet the questions below, from the knowledge you have acquiJ:ed in class six.
"
Q&A,literary genre,Ask questions,question,subclass of,"Questions: 1.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Vertebral column,irregular bone,Vertebral column,irregular bone,part of,"Do all of them have vertebral column?
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Habitat,territorial entity,Habitat,territorial entity,subclass of,"Do they live in same habitat?
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Take same food,food,Food,disposable product,subclass of,"Do all ofthe:m take same food?
"
United States,sovereign state,Illinois,state of the United States,contains administrative territorial entity,"S.
"
Locomotion,motion,Motion,change,subclass of,"Do all of them have similar types oflocomotion?
"
John F. Kennedy,human,President of the United States,position,position held,"Now match your thoughts to the answers below.
"
Animal,taxon,Animal,taxon,different from,"The animals which we see around us are not all alike.
"
Shape,mathematical concept,Shape,mathematical concept,part of,"Their shape.
"
Vertebral column,irregular bone,Vertebral column,irregular bone,different from,"stlUCtUre as well as other physiological activities are also difrerent Some have vertebral column and some do not have.
"
Science,academic discipline,Science,academic discipline,subclass of,"Formll•l· Science, CJua-g  2 Science Some of them live on land, some in water and some on trees.
"
Pork,meat,Food,disposable product,subclass of,"Their food is also of different kinds.
"
Ciliate,anatomical structure,Anatomical appendage,anatomical structure,subclass of,"These animals use different organs like fins, legs, wings, cilia and appendages for their movements.
"
Sessile animal,animal,Animal,taxon,subclass of,"There are some animals who are sessile in form.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"We do not have sufficient knowledge about the exact number of such diverse animals in the world.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"So far about 1.5 million species of animals have been discovered and the number is increasing day by day.
"
Classification of animal,classification system,Animal,taxon,facet of,"Classification is an easy way to know the structure and nature of such huge number of animals.
"
Dissimilarity,quality,Similarity,quality,different from,"Morphological characteristics of the animal, similarity and dissimilarity among them and their interrelationship are the basis of classification.
"
Species,rank,Taxonomic rank,rank,instance of,"Species is the lowest rank of the taxonomic unit.
"
Pigeon,taxon,Man,taxon,parent taxon,"For example; man, pigeon, toad etc.
"
Species,rank,Species,rank,part of,"are separate species.
"
Carl Linnaeus,human,Aristotle,human,influenced by,"Aristotle, John Ray and Carolus Linnaeus are the notable names in the history of classification.
"
Species,rank,Genus,rank,part of,"In the naming of animals, he introduced binomial nomenclature and defined genus and species.
"
Scientific name,scientific name,Animal,taxon,subclass of,"Scientific name of an animal, contains two parts.
"
Binomial,scientific name,Scientific name,name,subclass of,"The process of such naming is called binomial or scientific name.
"
Homo sapiens,taxon,Human,organisms known by a particular common name,said to be the same as,"For example, Homo sapiens is the scientific name of human.
"
Latinization,conversion of scripts,Latin,language,facet of,"Scientific name must be in Latin or Latinized language or in English.
"
Chart,diagram,Diagram,graphics,instance of,"Draw the following chart in your notebook and now fill in the gaps.
"
Invertebrate,taxon,Animal,taxon,subclass of,"Name of Animal Habitat Structure Usefulness Harmfulness Monkey Earthworm Mussel Bird Fish Lesson 2-5 : Classification of invertebrate animals In the modem classification, all animals belong to the Kingdom Animalia.
"
Protozoa,taxon,Sub kingdom,rank,taxon rank,"In this classification, previously known phylum Protozoa is considered as a sub kingdom.
"
Phylum,rank,Animal kingdom,taxon,part of,"Animals of animalia kingdom have been divided in nine phyla.
"
Vertebrate,taxon,Invertebrate,taxon,opposite of,"Among these, the first eight phyla belong to invertebrate animals and the last one belongs to vertebrate animals.
"
KingdomAnimalia,classification system,Animal taxonomy,taxonomy,instance of,"Claslli.fication of Animal World Classification of KingdomAnimalia at a glance: Jllnpom t - Animatia Phylam l'llrifml Cnidmia PlatyllelmlDlbe Ne:mall>dl.
"
Anllelida,fossil taxon,Ajthropoda,fossil taxon,parent taxon,"Anllelida AJthropoda Sub 1'11:,lam Clas Molluaca Bcliinodemuta.
"
Chorda!a,taxon,Cyc1ostomala,taxon,parent taxon,"Chorda!a Cyc1ostomala Cbondridlttiye& Olteichlhyes Amphibia E=·~ Rcplilia A- -------i>'-----,>- Mllrnrnalia 1.
"
Sponge,taxon,Phylum,rank,taxon rank,"Phylwn-Porifera Habit and habitat: The member of the phylum porifera is commonly known as 'Sponge'.
"
Japan,sovereign state,Tokyo,city,contains administrative territorial entity,"Their distribution is worldwide i.e.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"they are found all over the world.
"
Marine,body of water,Body of water,geographic region,instance of,"Most of the species are marine.
"
Waterfall,body of water,Fresh water,liquid,subclass of,"But some live in fresh water.
"
Colony,social group,Social group,group of humans,subclass of,"Usually they live in colonies.
"
Charac1eris1ia,multicellul,Multicellul,polyglot chart,instance of,"• General charac1eris1ia Simplest multicellul;lr animal.
"
Pore,anatomical structure,Human body,nan,part of,"• Body wall with numerous pores.
"
Food,disposable product,Oxygen,chemical element,made from material,"Through these pores food and oxygen enter into the body.
"
Spongilla,taxon,Scypha,taxon,parent taxon,"Example; Spongilla, Scypha.
"
Spoa,municipality of Catalonia,Plg.l,river,located in or next to body of water,"Plg.l.l:Spoa,gllla 2.
"
Pbylmn-Cnidaria,taxon,Phylum,rank,instance of,"Pbylmn-Cnidaria (Phylum pmviously known as Coelenterata) Habit and habitat: Members of this phylum are ~sent in almost all the regions of the world.
"
Marine,body of water,Body of water,geographic region,instance of,"They are mostly marine.
"
Beel,canal,Canal,watercourse,subclass of,"Many species found in canals, beels.
"
Fountain,architectural structure,Watercourse,landform,subclass of,"rivers, lakes, fountains, cw.
"
Shape,mathematical concept,Shape,mathematical concept,part of,"They are diverse in shape.
"
Color,quality,Size,quality,instance of,"size and colour.
"
Colony,social group,Social group,group of humans,subclass of,"Some species live alone (solitary) and some live in groups forming colonies.
"
IIUbstance,None,Log,creative work,part of,"They attach themselves to floating logs, leaves or other IIUbstance or move freely ~ i.e.
"
Swimming freely,activity,Swimming,intentional human action,subclass of,"can swim freely.
"
General cllaraeteristira,mineral species,Embeyonic system,crystal structure,crystal system,"~  4 • General cllaraeteristira Body consists of two embeyonic layers.
"
Ectoderm,embryo,Endoderm,embryo structure,followed by,"The outer one is ectoderm and the inner one is endodenn.
"
Oelenteron,anatomical structure,Body cavity,anatomical cavity,part of,"• Body cavity is known as ooelenteron.
"
Digestion,biological process,Circulatory system,nan,has effect,"lt helps in digestion and circulation.
"
Ectodeim,taxon,Cnidoblast,cell type,cell type,"• Ectodeim bears a special type of cells called cnidoblast.
"
Animal locomotion,animal behavior,Hunting,activity,part of,"These cells help in locomotion, defense, caplUl'e of prey.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Hydra,taxon,Phylum,rank,taxon rank,"Phylum-P!atyJlelmintbes Science Fig. 1.2 : Hydra Habit and habitat: The lift: style of the member of this phylmn is very colourful.
"
Endoparasite,parasitism,Parasitism,symbiosis,subclass of,"Many species live on other organism as ecto-paruite (outside the body) or endo-parasite (inside the body).
"
Fresh water,liquid,Saline water,aqueous solution,opposite of,"Some free living species live in fresh or saline water.
"
Soil,granular material,Wetness,physical quantity,has quality,"Some animals nf this phylum live in wet and damp soil.
"
General cllancteristim,taxon,Biscxu,taxon,parent taxon,"• General cllancteristim Body flat, biscxu.al and mostly parasitic.
"
Endo-parasite,parasite,Parasite,nan,subclass of,"• Eecto-parasite or endo-parasite.
"
Cuticle,anatomical structure,Human body,nan,part of,"• Body covered with thick cuticle.
"
Sulcrer,nan,Body hair,fiber,subclass of,"• Body bears suclrer and hooks.
"
Diges,cellular component,Systris,cellular component,part of,"• Flame cell present and acting as excretxxy orgm a b • Diges~e systrm is incomplete or absent.
"
Liver fluke,liver disease,Liver disease,rare disease,subclass of,"1%, l.3: a)J..j,,wfhllr6 b) 'l\qlewonn Example : Liver fluke, Tape wa.nn.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Blood,animal product,Gastrointestinal tract,anatomical structure,produced by,"Phylum - Nemato,la (Also called Nemathelminthes) Habit and habitat: Many animals of this phylum are endo-pmsite and live in the intestine and blood.
"
Human body,nan,Animal,taxon,manifestation of,"These parasitic animals living in human body and animals cause harm to them.
"
Water,None,Soil,granular material,part of,"On the other hand, many are free living animals they live in water and soil.
"
Skin,anatomical structure,Animal,taxon,part of,"ij Classification of Animal World General characteristics • Body tubular (cylindrical) and covered with thick skin.
"
Gastrointestinal tract,anatomical structure,Human digestive system,anatomical system,part of,"• Digestive system complete.
"
Mouth,animal organ,Circulatory system,nan,part of,"Mouth and anus present • Respiratory and circulatory system absent.
"
Unisexuality,sexual orientation,Sexual orientation,personal data,instance of,"• Generally unisexual.
"
Coelom,anatomical structure,Body cavity,anatomical cavity,part of,"• Body cavity without lining and true coelom absent.
"
Round worm,taxon,Worm,taxon,parent taxon,"Example: Round worm.
"
Filaria,taxon,Worm,grade,parent taxon,"filaria worm.
"
5,natural number,5,natural number,said to be the same as,"5 5.
"
Annelid,taxon,Phylum,rank,taxon rank,"Phylum - Annelida Fig. 1.4: Round worm Habit and habitat: Annelids are found in almost all temperate and tropical regions of the world.
"
Deep water,water,Water,None,subclass of,"Many species live in damp soil, fresh water and some live in deep sea water.
"
Stone,natural material,Soil,granular material,subclass of,"A few species drag their burrows in stone and soil to live there.
"
Setae,anatomical structure,Locomotion,motion,part of,"• Each segment contains setae that helps in a locomotion (exception -no setae in leeches).
"
Nephridia,body fluids,Excretory system,nan,subclass of,"• Nephridia present as excretory system.
"
Earthworm,taxon,Lech,taxon,parent taxon,"Example : Earthworm, Leech.
"
Earthworm,taxon,Lech,taxon,parent taxon,"Fig. 1.5 : a) Earthworm, b) Leech 6.
"
Arthropod,taxon,Phylum,rank,instance of,"Phylum· Arthropoda Habit and habitat: Arthropoda is the largest phylum of the animal kingdom.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"They can live everywhere and in every environment around the globe.
"
Ecto-parasite,parasitism,Parasitism,symbiosis,subclass of,"Many species of them live as endo-parasite and ecto-parasite.
"
Brakish,salt,Salt,mixture,subclass of,"Many of them can survive on land, in fresh water and in brakish (salty) sea water.
"
Wing,fin,Fly,organisms known by a particular common name,part of,"Many species of this phylum can fly with the help of wings.
"
Chiton,fiber,Exoskeleton,anatomical structure,subclass of,"wa, Soft body is covered with hard chitinous exoskeleton.
"
Haemocoel,None,Blood,animal product,part of,",b, Body cavity filled with blood and is known as haemocoel.
"
Crab,taxon,Prawn,taxon,parent taxon,"Example: Butterfly, prawn, cockroach, crab.
"
Cockroacll,taxon,Bllt1el,taxon,parent taxon,"Fig. 1.6 : a)Cockroacll, b) B'llt1el:fly  6 Science 7.
"
Habitat,territorial entity,Habitat,territorial entity,part of,"Pbylwn- Mollusca Habit and habitat: The membe.ts of this phylum show diversity in lheir body form, habit and habitat.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"They live in almost all environment of the world.
"
Marine,body of water,Sea,geographic location,part of,"They are mostly marine and live in different zones of the sea.
"
Forest,biome,Hill,landform,subclass of,"Some species live in hills and forest.
"
Foot,autopod region,Locomotion,motion,use,"• Muscular foot used for locomotion.
"
Lung,nan,Respiration,biological process,use,"• Gaseous exchange (Respiration) talres place by lungs or gills.
"
Snail,organisms known by a particular common name,Mussel,organisms known by a particular common name,subclass of,"Example : Snail, Mussel.
"
Florence,comune of Italy,Comune,municipality,instance of,"Flg.
"
Echinoderms,taxon,Eddonodermata,taxon,parent taxon,"Phylum: Eddnodermata Habit and habitat: Echinoderms are all marine.
"
Ocean,body of water,Body of water,geographic region,instance of,"They occur in all oceans of the world and at all depths.
"
1he,taxon,1he,taxon,taxonomic type,"None of 1he members is found on land and in fresh water.
"
India,sovereign state,West Bengal,state of India,contains administrative territorial entity,"Most of them live indepenently.
"
Dermatophytosis,skin disease,Vertebral column,subdivision of skeletal system,afflicts,"• General dwacteristics Dermal skin bears spine.
"
Pentameroos,taxon,Pentameroos,taxon,parent taxon,"pentameroos).
"
Tube foot,None,Locomotion,motion,use,"• A unique water-vascular system is present and locomotion is done by tube feet.
"
Dorsal fin,fin,Head,cardinal body part,part of,"• No distinct head, dorsal and ventnl surface in adults.
"
Sea CUC'IIJD,taxon,Starfish,taxon,parent taxon,"Example : Starfish, Sea CUC'IIJD.bcr.
"
Lesson 6-8,Lesson,Clas6ification,None,part of,"Lesson 6-8 : Clas6ification.
"
'ftl1ebnde auirnals 9,natural script,Natural script,alphabet,instance of,"or 'ftl1ebnde auirnals 9.
"
Chordate,taxon,Phylum,rank,taxon rank,"Phylum • Chordata Fig. 1.8 : S1alfuh Habit and habitat: Chordate lives in all sorts of environment of the world.
"
Nestri,taxon,Species,rank,taxon rank,"Many species are 11::nestri.d in habit.
"
Fresh water,liquid,Ocean,body of water,opposite of,"Among aquatic chordates, many species live in fresh water or in ocean.
"
Arboreal locomotion,animal locomotion,Nature,phenomenon,part of,"Many species are arboreal, desert dweller, polar, cave-dwelling and flying in nature.
"
Ectoparuitoidea,taxon,Chordate,taxon,parent taxon,"There are many ectoparuitic chordate species which live on the bodies of other animals.
"
!ification of Animal World 7,literary work,Carl Linnaeus,human,author,"Clas.!ification of Animal World 7 General cbaraderistim • The notochord is a rod-like unsegmented.
"
Struc1Ure,semirigid,Semirigid,None,instance of,"semirigid struc1Ure.
"
Life cycle,biological process,Life,phenomenon,part of,"It forms a stiffening body axis throughout life or at some stage in the life cycle of each chordan,.
"
Nervous system,nan,Nervous system,nan,part of,"tubular nerve cord re:main present in 8Ul'face.
"
Life,phenomenon,Death,biological process,followed by,"• Pharyngeal pouches (gill slits) present throughout life or at some stages in die life cycle.
"
Carp,organisms known by a particular common name,Fish,taxon,subclass of,"E'tample : Man, Toad, Carp (Rui) fish.
"
Subphylum,rank,Phylum,rank,part of,"Phylum chordata is divided into three sub-phylum.
"
Larva,development stage of animal,Animal life cycle,biological process,subclass of,"Such as- (a) Urodlordaia • General cllaracteristic Notochord present only in larval stage and restricted tothetaiL • Gill slits and dorsal tubular nerve con1 present only in the early stage of the life cycle.
"
Ascidia,taxon,Salpa,taxon,parent taxon,"Example : Ascidia, Salpa.
"
Notoohord,None,Nerve oord,None,subclass of,"• (b) Cepbalod,.ordata Notoohord and nerve oord found along the entire length of body and persist throughout life.
"
Ascension,Greek letter,Lookina,Greek letter,part of,"Fig. 1.9: Asc:ldla • Lookina like fish.
"
Brancbiostoma,cell type,Cell type,type,subclass of,"Example: Br:ancbiostoma f'i&-1.10: - I.
"
Vertebrate,taxon,Vertebrate,taxon,parent taxon,",toma (c) Vertebrata The member of this IJUb..])hylum is known as vertebrate.
"
Embryo,organism,Adult,organism,followed by,"Notoohord is present only in embryonic stage and replaced by vertebral column in adults.
"
CloSes,taxon,Caenorhabditis,taxon,parent taxon,"Depending on structure and other c.haracteriatica, this sub-phylum is divided into seven cla&Ses.
"
Eel,taxon,Cydostomata,taxon,parent taxon,"(I) Class-Cydostomata • Body Slender, eel-like, rounded with naked skin.
"
Fish,taxon,Genus,rank,taxon rank,".., •Fishlike in form.
"
Jaw,None,Gastrointestinal tract,anatomical structure,part of,"~ • True jaws and paired appendages absent.
"
Lef,Greek letter,Greek alphabet,alphabet,part of,"~~Lef- !·,•.:_,:::"".:~, ..
"
Gill,organ,Gastrointestinal tract,anatomical structure,part of,"8 • Respiration by gills.
"
Petromyzon,None,Protein,group or class of chemical substances,instance of,"Example : Petromyzon.
"
Chondricldhyes,taxon,Eharacteri,taxon,parent taxon,"(II} C!::e--Chondricldhyes • General eharacteri.!ltics All marine.
"
Cartilaginous system,None,Skeleton,anatomical structure,part of,"• Cartilaginous skeleton.
"
Gill,organ,Skin,anatomical structure,part of,"• Skin with placoid scales; 5-7 pairs of gills are present on both side of the head.
"
Tail,anatomical structure,Operculum,anatomical structure,part of,"• StreamlinoobooywithMtl:roceroti tail but no operculum.
"
Shark,taxon,Shark,taxon,said to be the same as,"Example: Shark.
"
Swordfish,taxon,Swordfish,taxon,parent taxon,"Sword fish.
"
Fish,taxon,Water,None,subclass of,"water fish.
"
Cycloid scale,ctenoid scale,Ctenoid scales,anatomical structure,subclass of,"• Skin with cycloid, ctenoid or ganoid scales; some without scale.
"
Gill,organ,Snail,organisms known by a particular common name,part of,"• Respillltion primarily by gills.
"
Gill,organ,Head,cardinal body part,part of,"Four pair of gills are present on both side of the head.
"
Operculum,anatomical structure,Gill,organ,part of,"Gills are covaed by operculum.
"
Hilsa,taxon,Fish,taxon,parent taxon,"Example : Hilsa fish.
"
Sea horse,horse breed,Horse,organisms known by a particular common name,subclass of,"Sea horse.
"
Pabda language,language,Catfish,taxon,subclass of,"(IV) Class-Amphibia Science Pis, 1.12: Himm.llr fiolt Pi& 1.13 : Hilla li,l, 'llllk: Ccllect Loi!la, Rlqfbenda, l'oa, Conl, Pabda, Shillg {cat fish) and Magur (Cat fish}.
"
Lung,nan,Animal,taxon,part of,"ID 1lbidl class do 1hey belimg'I IdtJllify thr.ir cllaradwtics, Thes,, animals (lan live under water bl'eJltbing through their skin, but when on land they bn:adl.e by lungs.
"
Larva,development stage of animal,Egg,vegetable,follows,"They lay their eggs in water and these hatch into larvae which breathe by gills.
"
Skin,anatomical structure,D dwacteristics,None,studied by,"• General dwacteristics Skin without scales.
"
Gland,anatomical structure,Skin,anatomical structure,part of,"• Skin thin, soft, moist and with many glands.
"
Amphibian,taxon,Animal,taxon,subclass of,"• Amphibians are cold-blooded animals.
"
Egg as food,food,Egg as food,food,subclass of,"• Lay eggs in water.
"
Tadpole,organisms known by a particular common name,Fertilisation,biological process,has cause,"A tadpole hatches from the fertilized egg.
"
Toad,taxon,Frog,taxon,parent taxon,"Example : Frog, Toad.
"
Pia,human,Spanish language,language,writing language,"Pia.
"
Crawl,motion,Motion,change,subclass of,"• They move by crawling.
"
Tooth,digit,Leg,anatomical structure,part of,"• Each of the four legs contains five toes (claws); Fig. us: w.u · absent in snakes and some lizards.
"
Crocodile,taxon,Snake,taxon,parent taxon,"Example: Wall lizard, Crocodile, Snake.
"
Ave,aircraft class,Aircraft,mode of transport,subclass of,"(VI) Class-Aves • General characteristics • Body is covered with feather.
"
Leg,cardinal body part,Beak,organ,connects with,"Two wings, two legs and one beak .
"
Air sac,anatomical structure,Lung,nan,part of,"• 9 • The presence of air sacs with lung helps in flight.
"
Warm blood,bird,Bird,taxon,subclass of,"All birds are warm blooded.
"
Bones,anatomical structure,Air cavity,anatomical structure,connects with,"Fig. 1.16: Magpie (Doe.I) • Bones are light, strong, delicate and laced with air cavities.
"
"Duck, Magpie",literary work,Magpie,taxon,characters,"Duck, Magpie.
"
Hair,anatomical structure,Human body,nan,part of,"(VIl) Class-Mammalia General characteristics • Body covered with hair.
"
Milk,food,Mammary gland,exocrine gland,produced by,"• Female mammal suckle their young on milk from mammary glands.
"
Heart,nan,Animal,taxon,part of,"• Warm blooded animal • Four-chambered heart.
"
Teeth heterodont,None,Heterodont,None,subclass of,"• Teeth heterodont (Varying in structure and function).
"
Royal Basgal,taxon,Ilgc,taxon,parent taxon,"Fig. l.17 : Royal Basgal 'Ilgc,: • All the mammal give birth to child.
"
Royal Bengal Tiger,taxon,Camel,taxon,parent taxon,"Example : Man, Camel, Royal Bengal Tiger.
"
Platypus,taxon,Species,rank,taxon rank,"But their are some exception like Platypus.
"
Iask,word play,Word play,game,instance of,"'Iask.: Make a group of five.
"
Vertebrate,taxon,Animal,taxon,subclass of,"Now, observe the chart of vertebrate and invertebrate animals; identify and note down their characteristics.
"
Kerala,state of India,Bangalore,city,capital,"Now present it to your class.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"Match the similarity of your findings with those of the other groups.
"
Forma-2- Science,scientific notation,Scientific notation,notation,instance of,"Forma-2- Science.
"
Sub-phylum,None,Phylum,class,part of,"Sub-phylum is usually added under phylum.
"
Classification,concept,Science,academic discipline,part of,"Classification is a scientific approach by which we can gather knowledge about different plants and animals easily.
"
Time,series,Money,legal tender,has effect,"It saves labour, money and time.
"
Classification of animal,classification system,Animal,taxon,facet of,"Classification is essential to identify any animal including the newly discovered one.
"
Evolution,biological process,Organism,anatomical entity,has effect,"We can determine the systematic position of the organisms according to the evolutionary trend.
"
Organism,anatomical entity,Taxon,second-order class,manifestation of,"Organisms can be arranged into different taxa by following definite rule.
"
Organism,anatomical entity,Knowledge,nan,manifestation of,"It is useful to determine the collective and systematic knowledge about organisms.
"
Unicellular animal,animal,Multicellular animal,animal,opposite of,"For example, all acellular (Unicellular) animals are grouped under one phylum and all multicellular animals under nine phylum.
"
Vertebrate,taxon,Animal,taxon,subclass of,"What we have learned at the end of this chapter - Vertebrata are advanced Animals.
"
Hard vertebrae,vertebra,Vertebra,irregular bone,subclass of,"Their notochord is replaced by vertebral column consisting of hard vertebrae.
"
